# league	bet_key	samples	success	fail	base_rate	matches	ht_matches	avg_ft_goals	avg_ht_goals	goals_0	goals_1	goals_2	goals_3	goals_4_plus	rate_o05_ft	rate_o15_ft	rate_o25_ft	rate_o35_ft	rate_exact_2	rate_exact_3	home_scored_rate	away_scored_rate	btts_rate	home_win_rate	draw_rate	away_win_rate	rate_ht05	rate_ht15	rate_ht_home_lead	rate_ht_draw	rate_ht_away_lead	rate_ht1x_home	goals_score	composite_score
primera división paraguay	HT05	94	53	41	0.563830	94	94	2.148936	0.957447	14	23	24	16	17	0.851064	0.606383	0.351064	0.180851	0.255319	0.170213	0.627660	0.606383	0.382979	0.414894	0.297872	0.287234	0.563830	0.255319	0.223404	0.553191	0.223404	0.776596	0.605851	0.576436
mls	U35_FT	155	94	61	0.606452	155	155	3.090323	1.406452	13	28	18	35	61	0.916129	0.735484	0.619355	0.393548	0.116129	0.225806	0.800000	0.664516	0.548387	0.509677	0.212903	0.277419	0.729032	0.387097	0.406452	0.361290	0.232258	0.767742	0.500000	0.574516
ukrainian premier league	TEAM1_SCORE_FT	41	23	18	0.560976	41	41	2.439024	1.024390	8	9	5	6	13	0.804878	0.585366	0.463415	0.317073	0.121951	0.146341	0.560976	0.536585	0.292683	0.341463	0.292683	0.365854	0.585366	0.341463	0.317073	0.439024	0.243902	0.756098	0.600305	0.572774
allsvenskan	U35_FT	10	6	4	0.600000	10	10	3.400000	1.600000	1	0	1	4	4	0.900000	0.900000	0.800000	0.400000	0.100000	0.400000	0.700000	0.700000	0.500000	0.400000	0.200000	0.400000	0.800000	0.600000	0.400000	0.200000	0.400000	0.600000	0.500000	0.570000
league cup	U35_FT	5	3	2	0.600000	5	5	2.800000	0.800000	0	1	2	0	2	1.000000	0.800000	0.400000	0.400000	0.400000	0.000000	0.600000	0.800000	0.400000	0.400000	0.000000	0.600000	0.400000	0.200000	0.200000	0.600000	0.200000	0.800000	0.500000	0.570000
serie a brazil	TEAM2_SCORE_FT	157	89	68	0.566879	157	157	2.312102	1.108280	19	37	34	35	32	0.878981	0.643312	0.426752	0.203822	0.216561	0.222930	0.757962	0.566879	0.445860	0.490446	0.292994	0.216561	0.707006	0.312102	0.407643	0.426752	0.165605	0.834395	0.559972	0.564807
coupe de france	O25_FT	76	45	31	0.592105	76	76	3.223684	1.381579	7	8	16	13	32	0.907895	0.802632	0.592105	0.421053	0.210526	0.171053	0.644737	0.763158	0.500000	0.276316	0.263158	0.460526	0.723684	0.368421	0.223684	0.407895	0.368421	0.631579	0.500000	0.564474
ekstraklasa	O25_FT	49	29	20	0.591837	49	49	2.795918	1.244898	3	5	12	15	14	0.938776	0.836735	0.591837	0.285714	0.244898	0.306122	0.857143	0.693878	0.612245	0.510204	0.204082	0.285714	0.714286	0.408163	0.346939	0.428571	0.224490	0.775510	0.500000	0.564286
copa del rey	U35_FT	17	10	7	0.588235	17	17	3.235294	1.705882	0	3	3	4	7	1.000000	0.823529	0.647059	0.411765	0.176471	0.235294	0.705882	0.764706	0.470588	0.352941	0.117647	0.529412	0.647059	0.529412	0.176471	0.529412	0.294118	0.705882	0.500000	0.561765
uefa wc qualifiers	U35_FT	12	7	5	0.583333	12	12	3.083333	1.083333	0	2	4	1	5	1.000000	0.833333	0.500000	0.416667	0.333333	0.083333	0.916667	0.750000	0.666667	0.416667	0.333333	0.250000	0.583333	0.250000	0.250000	0.416667	0.333333	0.666667	0.500000	0.558333
liga profesional argentina	O15_FT	215	119	96	0.553488	215	215	1.911628	0.874419	39	57	50	41	28	0.818605	0.553488	0.320930	0.130233	0.232558	0.190698	0.660465	0.558140	0.400000	0.400000	0.325581	0.274419	0.595349	0.209302	0.302326	0.465116	0.232558	0.767442	0.568852	0.558097
coupe de france	U35_FT	76	44	32	0.578947	76	76	3.223684	1.381579	7	8	16	13	32	0.907895	0.802632	0.592105	0.421053	0.210526	0.171053	0.644737	0.763158	0.500000	0.276316	0.263158	0.460526	0.723684	0.368421	0.223684	0.407895	0.368421	0.631579	0.500000	0.555263
uefa europa conference league	TEAM1_WIN_FT	36	19	17	0.527778	36	36	2.194444	0.944444	2	11	9	9	5	0.944444	0.638889	0.388889	0.138889	0.250000	0.250000	0.777778	0.611111	0.444444	0.527778	0.250000	0.222222	0.666667	0.222222	0.305556	0.416667	0.277778	0.722222	0.615278	0.554028
j1 league	TEAM2_SCORE_FT	31	17	14	0.548387	31	31	2.387097	0.967742	3	8	7	4	9	0.903226	0.645161	0.419355	0.290323	0.225806	0.129032	0.741935	0.548387	0.387097	0.516129	0.193548	0.290323	0.612903	0.290323	0.419355	0.451613	0.129032	0.870968	0.565927	0.553649
ukrainian premier league	TEAM2_SCORE_FT	41	22	19	0.536585	41	41	2.439024	1.024390	8	9	5	6	13	0.804878	0.585366	0.463415	0.317073	0.121951	0.146341	0.560976	0.536585	0.292683	0.341463	0.292683	0.365854	0.585366	0.341463	0.317073	0.439024	0.243902	0.756098	0.591768	0.553140
liga portugal	O25_FT	155	89	66	0.574194	155	155	2.741935	1.212903	9	28	29	41	48	0.941935	0.761290	0.574194	0.309677	0.187097	0.264516	0.787097	0.645161	0.490323	0.464516	0.251613	0.283871	0.677419	0.348387	0.322581	0.432258	0.245161	0.754839	0.500000	0.551935
uefa europa league	TEAM1_WIN_FT	112	59	53	0.526786	112	112	2.812500	1.375000	3	23	27	26	33	0.973214	0.767857	0.526786	0.294643	0.241071	0.232143	0.821429	0.669643	0.517857	0.526786	0.187500	0.285714	0.785714	0.419643	0.392857	0.312500	0.294643	0.705357	0.610268	0.551830
2. bundesliga	O25_FT	150	86	64	0.573333	150	150	2.946667	1.393333	9	18	37	39	47	0.940000	0.820000	0.573333	0.313333	0.246667	0.260000	0.826667	0.726667	0.613333	0.446667	0.253333	0.300000	0.726667	0.380000	0.340000	0.386667	0.273333	0.726667	0.500000	0.551333
uefa champions league	TEAM1_WIN_FT	94	49	45	0.521277	94	94	3.595745	1.563830	4	6	21	22	41	0.957447	0.893617	0.670213	0.436170	0.223404	0.234043	0.819149	0.712766	0.574468	0.521277	0.127660	0.351064	0.744681	0.500000	0.382979	0.404255	0.212766	0.787234	0.619149	0.550638
primera división uruguay	O25_FT	7	4	3	0.571429	7	7	2.571429	1.428571	1	1	1	1	3	0.857143	0.714286	0.571429	0.428571	0.142857	0.142857	0.857143	0.714286	0.714286	0.285714	0.571429	0.142857	0.714286	0.571429	0.285714	0.714286	0.000000	1.000000	0.500000	0.550000
primera división uruguay	U35_FT	7	4	3	0.571429	7	7	2.571429	1.428571	1	1	1	1	3	0.857143	0.714286	0.571429	0.428571	0.142857	0.142857	0.857143	0.714286	0.714286	0.285714	0.571429	0.142857	0.714286	0.571429	0.285714	0.714286	0.000000	1.000000	0.500000	0.550000
liga profesional argentina	TEAM2_SCORE_FT	215	120	95	0.558140	215	215	1.911628	0.874419	39	57	50	41	28	0.818605	0.553488	0.320930	0.130233	0.232558	0.190698	0.660465	0.558140	0.400000	0.400000	0.325581	0.274419	0.595349	0.209302	0.302326	0.465116	0.232558	0.767442	0.529142	0.549440
superligaen	O25_FT	95	54	41	0.568421	95	95	2.842105	1.126316	4	15	22	25	29	0.957895	0.800000	0.568421	0.305263	0.231579	0.263158	0.789474	0.747368	0.578947	0.421053	0.231579	0.347368	0.673684	0.315789	0.252632	0.442105	0.305263	0.694737	0.500000	0.547895
super lig	O25_FT	141	80	61	0.567376	141	141	2.702128	1.127660	12	18	31	40	40	0.914894	0.787234	0.567376	0.283688	0.219858	0.283688	0.780142	0.680851	0.546099	0.432624	0.276596	0.290780	0.673759	0.354610	0.340426	0.453901	0.205674	0.794326	0.500000	0.547163
conmebol libertadores	TEAM2_SCORE_FT	7	4	3	0.571429	7	7	1.571429	1.000000	0	4	2	1	0	1.000000	0.428571	0.142857	0.000000	0.285714	0.142857	0.714286	0.571429	0.285714	0.428571	0.285714	0.285714	0.714286	0.142857	0.428571	0.285714	0.285714	0.714286	0.487946	0.546384
primera división peru	O25_FT	23	13	10	0.565217	23	23	2.521739	0.956522	1	8	1	8	5	0.956522	0.608696	0.565217	0.217391	0.043478	0.347826	0.739130	0.695652	0.478261	0.565217	0.043478	0.391304	0.652174	0.304348	0.347826	0.391304	0.260870	0.739130	0.500000	0.545652
uefa champions league	U35_FT	94	53	41	0.563830	94	94	3.595745	1.563830	4	6	21	22	41	0.957447	0.893617	0.670213	0.436170	0.223404	0.234043	0.819149	0.712766	0.574468	0.521277	0.127660	0.351064	0.744681	0.500000	0.382979	0.404255	0.212766	0.787234	0.500000	0.544681
taça de portugal	TEAM1_WIN_FT	25	13	12	0.520000	25	25	2.560000	1.080000	3	4	4	8	6	0.880000	0.720000	0.560000	0.240000	0.160000	0.320000	0.680000	0.600000	0.400000	0.520000	0.200000	0.280000	0.680000	0.280000	0.360000	0.440000	0.200000	0.800000	0.602000	0.544600
club friendly games	U35_FT	114	64	50	0.561404	114	114	3.307018	1.570175	9	16	16	23	50	0.921053	0.780702	0.640351	0.438596	0.140351	0.201754	0.859649	0.649123	0.587719	0.543860	0.228070	0.228070	0.745614	0.456140	0.403509	0.359649	0.236842	0.763158	0.500000	0.542982
mls	TEAM1_WIN_FT	155	79	76	0.509677	155	155	3.090323	1.406452	13	28	18	35	61	0.916129	0.735484	0.619355	0.393548	0.116129	0.225806	0.800000	0.664516	0.548387	0.509677	0.212903	0.277419	0.729032	0.387097	0.406452	0.361290	0.232258	0.767742	0.620645	0.542968
ekstraklasa	TEAM1_WIN_FT	49	25	24	0.510204	49	49	2.795918	1.244898	3	5	12	15	14	0.938776	0.836735	0.591837	0.285714	0.244898	0.306122	0.857143	0.693878	0.612245	0.510204	0.204082	0.285714	0.714286	0.408163	0.346939	0.428571	0.224490	0.775510	0.618367	0.542653
copa del rey	TEAM2_WIN_FT	17	9	8	0.529412	17	17	3.235294	1.705882	0	3	3	4	7	1.000000	0.823529	0.647059	0.411765	0.176471	0.235294	0.705882	0.764706	0.470588	0.352941	0.117647	0.529412	0.647059	0.529412	0.176471	0.529412	0.294118	0.705882	0.573529	0.542647
taça de portugal	O25_FT	25	14	11	0.560000	25	25	2.560000	1.080000	3	4	4	8	6	0.880000	0.720000	0.560000	0.240000	0.160000	0.320000	0.680000	0.600000	0.400000	0.520000	0.200000	0.280000	0.680000	0.280000	0.360000	0.440000	0.200000	0.800000	0.500000	0.542000
liga mx	O25_FT	167	93	74	0.556886	167	167	2.730539	1.281437	17	23	34	44	49	0.898204	0.760479	0.556886	0.293413	0.203593	0.263473	0.790419	0.682635	0.574850	0.455090	0.251497	0.293413	0.700599	0.389222	0.419162	0.407186	0.173653	0.826347	0.500000	0.539820
taça da liga	TEAM2_WIN_FT	2	1	1	0.500000	2	2	3.500000	1.500000	0	0	0	1	1	1.000000	1.000000	1.000000	0.500000	0.000000	0.500000	1.000000	1.000000	1.000000	0.500000	0.000000	0.500000	1.000000	0.500000	0.000000	0.000000	1.000000	0.000000	0.625000	0.537500
j1 league	TEAM1_WIN_FT	31	16	15	0.516129	31	31	2.387097	0.967742	3	8	7	4	9	0.903226	0.645161	0.419355	0.290323	0.225806	0.129032	0.741935	0.548387	0.387097	0.516129	0.193548	0.290323	0.612903	0.290323	0.419355	0.451613	0.129032	0.870968	0.583871	0.536452
primera división chile	TEAM1_WIN_FT	31	16	15	0.516129	31	31	2.322581	0.774194	1	11	3	12	4	0.967742	0.612903	0.516129	0.129032	0.096774	0.387097	0.677419	0.645161	0.354839	0.516129	0.096774	0.387097	0.580645	0.161290	0.290323	0.483871	0.225806	0.774194	0.574194	0.533548
premiership	TEAM1_WIN_FT	117	59	58	0.504274	117	117	2.863248	1.282051	8	20	27	22	40	0.931624	0.760684	0.529915	0.341880	0.230769	0.188034	0.820513	0.641026	0.529915	0.504274	0.213675	0.282051	0.760684	0.350427	0.427350	0.350427	0.222222	0.777778	0.599145	0.532735
cup	TEAM1_WIN_FT	6	3	3	0.500000	6	6	1.833333	0.666667	2	1	0	2	1	0.666667	0.500000	0.500000	0.166667	0.000000	0.333333	0.666667	0.333333	0.333333	0.500000	0.500000	0.000000	0.500000	0.166667	0.333333	0.500000	0.166667	0.833333	0.608333	0.532500
saudi arabia	O25_FT	192	104	88	0.541667	192	192	2.901042	1.307292	8	33	47	38	66	0.958333	0.786458	0.541667	0.343750	0.244792	0.197917	0.802083	0.713542	0.557292	0.463542	0.229167	0.307292	0.755208	0.375000	0.317708	0.401042	0.281250	0.718750	0.500000	0.529167
russian premier league	TEAM1_WIN_FT	52	26	26	0.500000	52	52	2.250000	1.000000	4	11	17	13	7	0.923077	0.711538	0.384615	0.134615	0.326923	0.250000	0.826923	0.634615	0.538462	0.500000	0.288462	0.211538	0.673077	0.269231	0.288462	0.480769	0.230769	0.769231	0.597115	0.529135
premier league	O25_FT	194	105	89	0.541237	194	194	2.721649	1.231959	16	28	45	48	57	0.917526	0.773196	0.541237	0.293814	0.231959	0.247423	0.742268	0.752577	0.577320	0.386598	0.273196	0.340206	0.711340	0.345361	0.335052	0.386598	0.278351	0.721649	0.500000	0.528866
ligue 1	O25_FT	156	84	72	0.538462	156	156	2.801282	1.275641	15	25	32	33	51	0.903846	0.743590	0.538462	0.326923	0.205128	0.211538	0.737179	0.679487	0.512821	0.423077	0.256410	0.320513	0.737179	0.358974	0.339744	0.378205	0.282051	0.717949	0.500000	0.526923
liga i romania	O25_FT	41	22	19	0.536585	41	41	2.634146	1.219512	3	6	10	11	11	0.926829	0.780488	0.536585	0.268293	0.243902	0.268293	0.829268	0.731707	0.634146	0.414634	0.292683	0.292683	0.658537	0.414634	0.317073	0.463415	0.219512	0.780488	0.500000	0.525610
laliga	O25_FT	182	97	85	0.532967	182	182	2.807692	1.175824	5	32	48	47	50	0.972527	0.796703	0.532967	0.274725	0.263736	0.258242	0.824176	0.769231	0.620879	0.489011	0.247253	0.263736	0.697802	0.335165	0.357143	0.423077	0.219780	0.780220	0.500000	0.523077
premiership	O25_FT	117	62	55	0.529915	117	117	2.863248	1.282051	8	20	27	22	40	0.931624	0.760684	0.529915	0.341880	0.230769	0.188034	0.820513	0.641026	0.529915	0.504274	0.213675	0.282051	0.760684	0.350427	0.427350	0.350427	0.222222	0.777778	0.500000	0.520940
serie a brazil	TEAM1_WIN_FT	157	77	80	0.490446	157	157	2.312102	1.108280	19	37	34	35	32	0.878981	0.643312	0.426752	0.203822	0.216561	0.222930	0.757962	0.566879	0.445860	0.490446	0.292994	0.216561	0.707006	0.312102	0.407643	0.426752	0.165605	0.834395	0.586306	0.519204
uefa europa league	O25_FT	112	59	53	0.526786	112	112	2.812500	1.375000	3	23	27	26	33	0.973214	0.767857	0.526786	0.294643	0.241071	0.232143	0.821429	0.669643	0.517857	0.526786	0.187500	0.285714	0.785714	0.419643	0.392857	0.312500	0.294643	0.705357	0.500000	0.518750
laliga2	TEAM1_WIN_FT	225	111	114	0.493333	225	225	2.711111	1.271111	15	42	53	52	63	0.933333	0.746667	0.511111	0.280000	0.235556	0.231111	0.800000	0.693333	0.560000	0.493333	0.235556	0.271111	0.724444	0.382222	0.324444	0.431111	0.244444	0.755556	0.576889	0.518400
laliga	TEAM1_WIN_FT	182	89	93	0.489011	182	182	2.807692	1.175824	5	32	48	47	50	0.972527	0.796703	0.532967	0.274725	0.263736	0.258242	0.824176	0.769231	0.620879	0.489011	0.247253	0.263736	0.697802	0.335165	0.357143	0.423077	0.219780	0.780220	0.584890	0.517775
primera a colombia	TEAM1_WIN_FT	176	85	91	0.482955	176	176	2.386364	1.096591	19	33	48	43	33	0.892045	0.704545	0.431818	0.187500	0.272727	0.244318	0.806818	0.585227	0.500000	0.482955	0.312500	0.204545	0.681818	0.295455	0.380682	0.448864	0.170455	0.829545	0.588920	0.514744
belgian cup	TEAM1_SCORE_FT	8	4	4	0.500000	8	8	2.250000	1.500000	1	2	2	1	2	0.875000	0.625000	0.375000	0.250000	0.250000	0.125000	0.500000	0.625000	0.250000	0.500000	0.125000	0.375000	0.875000	0.625000	0.250000	0.375000	0.375000	0.625000	0.546094	0.513828
dfb pokal	TEAM1_WIN_FT	6	3	3	0.500000	6	6	2.500000	0.500000	0	0	3	3	0	1.000000	1.000000	0.500000	0.000000	0.500000	0.500000	0.666667	0.666667	0.333333	0.500000	0.166667	0.333333	0.500000	0.000000	0.166667	0.500000	0.333333	0.666667	0.541667	0.512500
fa cup	U35_FT	62	32	30	0.516129	62	62	3.548387	1.338710	1	12	6	13	30	0.983871	0.790323	0.693548	0.483871	0.096774	0.209677	0.822581	0.790323	0.629032	0.451613	0.145161	0.403226	0.790323	0.338710	0.500000	0.241935	0.258065	0.741935	0.500000	0.511290
primera división chile	O25_FT	31	16	15	0.516129	31	31	2.322581	0.774194	1	11	3	12	4	0.967742	0.612903	0.516129	0.129032	0.096774	0.387097	0.677419	0.645161	0.354839	0.516129	0.096774	0.387097	0.580645	0.161290	0.290323	0.483871	0.225806	0.774194	0.500000	0.511290
austrian bundesliga	O25_FT	35	18	17	0.514286	35	35	2.628571	1.085714	3	6	8	6	12	0.914286	0.742857	0.514286	0.342857	0.228571	0.171429	0.800000	0.628571	0.514286	0.400000	0.285714	0.314286	0.600000	0.342857	0.285714	0.428571	0.285714	0.714286	0.500000	0.510000
super league greece	O25_FT	41	21	20	0.512195	41	41	2.560976	1.341463	3	8	9	12	9	0.926829	0.731707	0.512195	0.219512	0.219512	0.292683	0.731707	0.609756	0.414634	0.463415	0.170732	0.365854	0.804878	0.390244	0.365854	0.341463	0.292683	0.707317	0.500000	0.508537
laliga2	O25_FT	225	115	110	0.511111	225	225	2.711111	1.271111	15	42	53	52	63	0.933333	0.746667	0.511111	0.280000	0.235556	0.231111	0.800000	0.693333	0.560000	0.493333	0.235556	0.271111	0.724444	0.382222	0.324444	0.431111	0.244444	0.755556	0.500000	0.507778
cup	O15_FT	6	3	3	0.500000	6	6	1.833333	0.666667	2	1	0	2	1	0.666667	0.500000	0.500000	0.166667	0.000000	0.333333	0.666667	0.333333	0.333333	0.500000	0.500000	0.000000	0.500000	0.166667	0.333333	0.500000	0.166667	0.833333	0.525521	0.507656
taça da liga	TEAM1_WIN_FT	2	1	1	0.500000	2	2	3.500000	1.500000	0	0	0	1	1	1.000000	1.000000	1.000000	0.500000	0.000000	0.500000	1.000000	1.000000	1.000000	0.500000	0.000000	0.500000	1.000000	0.500000	0.000000	0.000000	1.000000	0.000000	0.525000	0.507500
championship	O25_FT	320	163	157	0.509375	320	320	2.618750	1.221875	22	51	84	86	77	0.931250	0.771875	0.509375	0.240625	0.262500	0.268750	0.771875	0.718750	0.559375	0.409375	0.250000	0.340625	0.706250	0.371875	0.343750	0.412500	0.243750	0.756250	0.500000	0.506563
czech first league	O25_FT	111	56	55	0.504505	111	111	2.621622	1.162162	12	17	26	25	31	0.891892	0.738739	0.504505	0.279279	0.234234	0.225225	0.711712	0.621622	0.441441	0.450450	0.216216	0.333333	0.675676	0.369369	0.279279	0.432432	0.288288	0.711712	0.500000	0.503153
hnl croatia	O25_FT	30	15	15	0.500000	30	30	2.666667	1.233333	2	5	8	5	10	0.933333	0.766667	0.500000	0.333333	0.266667	0.166667	0.833333	0.766667	0.666667	0.333333	0.400000	0.266667	0.733333	0.400000	0.266667	0.466667	0.266667	0.733333	0.500000	0.500000
uefa wc qualifiers	O25_FT	12	6	6	0.500000	12	12	3.083333	1.083333	0	2	4	1	5	1.000000	0.833333	0.500000	0.416667	0.333333	0.083333	0.916667	0.750000	0.666667	0.416667	0.333333	0.250000	0.583333	0.250000	0.250000	0.416667	0.333333	0.666667	0.500000	0.500000
belgian cup	TEAM1_WIN_FT	8	4	4	0.500000	8	8	2.250000	1.500000	1	2	2	1	2	0.875000	0.625000	0.375000	0.250000	0.250000	0.125000	0.500000	0.625000	0.250000	0.500000	0.125000	0.375000	0.875000	0.625000	0.250000	0.375000	0.375000	0.625000	0.500000	0.500000
cup	O25_FT	6	3	3	0.500000	6	6	1.833333	0.666667	2	1	0	2	1	0.666667	0.500000	0.500000	0.166667	0.000000	0.333333	0.666667	0.333333	0.333333	0.500000	0.500000	0.000000	0.500000	0.166667	0.333333	0.500000	0.166667	0.833333	0.500000	0.500000
dfb pokal	O25_FT	6	3	3	0.500000	6	6	2.500000	0.500000	0	0	3	3	0	1.000000	1.000000	0.500000	0.000000	0.500000	0.500000	0.666667	0.666667	0.333333	0.500000	0.166667	0.333333	0.500000	0.000000	0.166667	0.500000	0.333333	0.666667	0.500000	0.500000
taça da liga	U35_FT	2	1	1	0.500000	2	2	3.500000	1.500000	0	0	0	1	1	1.000000	1.000000	1.000000	0.500000	0.000000	0.500000	1.000000	1.000000	1.000000	0.500000	0.000000	0.500000	1.000000	0.500000	0.000000	0.000000	1.000000	0.000000	0.500000	0.500000
liga portugal	TEAM1_WIN_FT	155	72	83	0.464516	155	155	2.741935	1.212903	9	28	29	41	48	0.941935	0.761290	0.574194	0.309677	0.187097	0.264516	0.787097	0.645161	0.490323	0.464516	0.251613	0.283871	0.677419	0.348387	0.322581	0.432258	0.245161	0.754839	0.579677	0.499065
serie b	O25_FT	217	108	109	0.497696	217	217	2.589862	1.156682	15	38	56	52	56	0.930876	0.755760	0.497696	0.258065	0.258065	0.239631	0.797235	0.649770	0.516129	0.465438	0.285714	0.248848	0.714286	0.345622	0.322581	0.442396	0.235023	0.764977	0.500000	0.498387
cup	HT05	6	3	3	0.500000	6	6	1.833333	0.666667	2	1	0	2	1	0.666667	0.500000	0.500000	0.166667	0.000000	0.333333	0.666667	0.333333	0.333333	0.500000	0.500000	0.000000	0.500000	0.166667	0.333333	0.500000	0.166667	0.833333	0.491667	0.497500
serie b	TEAM1_WIN_FT	217	101	116	0.465438	217	217	2.589862	1.156682	15	38	56	52	56	0.930876	0.755760	0.497696	0.258065	0.258065	0.239631	0.797235	0.649770	0.516129	0.465438	0.285714	0.248848	0.714286	0.345622	0.322581	0.442396	0.235023	0.764977	0.567051	0.495922
pro league	O25_FT	148	73	75	0.493243	148	148	2.648649	1.155405	14	23	38	36	37	0.905405	0.750000	0.493243	0.250000	0.256757	0.243243	0.736486	0.709459	0.540541	0.344595	0.250000	0.405405	0.662162	0.324324	0.277027	0.445946	0.277027	0.722973	0.500000	0.495270
africa cup of nations	TEAM2_WIN_FT	24	11	13	0.458333	24	24	2.416667	1.166667	3	4	7	4	6	0.875000	0.708333	0.416667	0.250000	0.291667	0.166667	0.666667	0.750000	0.541667	0.166667	0.375000	0.458333	0.708333	0.333333	0.250000	0.416667	0.333333	0.666667	0.581250	0.495208
coupe de france	TEAM2_WIN_FT	76	35	41	0.460526	76	76	3.223684	1.381579	7	8	16	13	32	0.907895	0.802632	0.592105	0.421053	0.210526	0.171053	0.644737	0.763158	0.500000	0.276316	0.263158	0.460526	0.723684	0.368421	0.223684	0.407895	0.368421	0.631579	0.569079	0.493092
liga portugal 2	TEAM1_WIN_FT	156	73	83	0.467949	156	156	2.423077	0.948718	17	39	26	40	34	0.891026	0.641026	0.474359	0.217949	0.166667	0.256410	0.711538	0.615385	0.435897	0.467949	0.217949	0.314103	0.583333	0.250000	0.288462	0.512821	0.198718	0.801282	0.539744	0.489487
saudi arabia	TEAM1_WIN_FT	192	89	103	0.463542	192	192	2.901042	1.307292	8	33	47	38	66	0.958333	0.786458	0.541667	0.343750	0.244792	0.197917	0.802083	0.713542	0.557292	0.463542	0.229167	0.307292	0.755208	0.375000	0.317708	0.401042	0.281250	0.718750	0.549740	0.489401
cymru premier league	O25_FT	91	44	47	0.483516	91	91	2.648352	1.197802	9	14	24	18	26	0.901099	0.747253	0.483516	0.285714	0.263736	0.197802	0.659341	0.725275	0.483516	0.351648	0.274725	0.373626	0.692308	0.318681	0.285714	0.384615	0.329670	0.670330	0.500000	0.488462
liga mx	TEAM1_WIN_FT	167	76	91	0.455090	167	167	2.730539	1.281437	17	23	34	44	49	0.898204	0.760479	0.556886	0.293413	0.203593	0.263473	0.790419	0.682635	0.574850	0.455090	0.251497	0.293413	0.700599	0.389222	0.419162	0.407186	0.173653	0.826347	0.564371	0.487874
super league greece	TEAM1_WIN_FT	41	19	22	0.463415	41	41	2.560976	1.341463	3	8	9	12	9	0.926829	0.731707	0.512195	0.219512	0.219512	0.292683	0.731707	0.609756	0.414634	0.463415	0.170732	0.365854	0.804878	0.390244	0.365854	0.341463	0.292683	0.707317	0.541463	0.486829
serie a italia	O25_FT	202	97	105	0.480198	202	202	2.544554	1.069307	13	40	52	49	48	0.935644	0.737624	0.480198	0.237624	0.257426	0.242574	0.712871	0.693069	0.470297	0.410891	0.247525	0.341584	0.688119	0.287129	0.311881	0.410891	0.277228	0.722772	0.500000	0.486139
fa cup	TEAM1_WIN_FT	62	28	34	0.451613	62	62	3.548387	1.338710	1	12	6	13	30	0.983871	0.790323	0.693548	0.483871	0.096774	0.209677	0.822581	0.790323	0.629032	0.451613	0.145161	0.403226	0.790323	0.338710	0.500000	0.241935	0.258065	0.741935	0.563710	0.485242
dfb pokal	HT05	6	3	3	0.500000	6	6	2.500000	0.500000	0	0	3	3	0	1.000000	1.000000	0.500000	0.000000	0.500000	0.500000	0.666667	0.666667	0.333333	0.500000	0.166667	0.333333	0.500000	0.000000	0.166667	0.500000	0.333333	0.666667	0.450000	0.485000
liga portugal 2	O25_FT	156	74	82	0.474359	156	156	2.423077	0.948718	17	39	26	40	34	0.891026	0.641026	0.474359	0.217949	0.166667	0.256410	0.711538	0.615385	0.435897	0.467949	0.217949	0.314103	0.583333	0.250000	0.288462	0.512821	0.198718	0.801282	0.500000	0.482051
2. bundesliga	TEAM1_WIN_FT	150	67	83	0.446667	150	150	2.946667	1.393333	9	18	37	39	47	0.940000	0.820000	0.573333	0.313333	0.246667	0.260000	0.826667	0.726667	0.613333	0.446667	0.253333	0.300000	0.726667	0.380000	0.340000	0.386667	0.273333	0.726667	0.557000	0.479767
superliga serbia	O25_FT	51	24	27	0.470588	51	51	2.549020	1.254902	8	6	13	8	16	0.843137	0.725490	0.470588	0.313725	0.254902	0.156863	0.803922	0.588235	0.549020	0.431373	0.372549	0.196078	0.686275	0.392157	0.372549	0.490196	0.137255	0.862745	0.500000	0.479412
eredivisie	TEAM1_WIN_FT	149	65	84	0.436242	149	149	3.100671	1.436242	8	12	37	35	57	0.946309	0.865772	0.617450	0.382550	0.248322	0.234899	0.852349	0.744966	0.651007	0.436242	0.295302	0.268456	0.778523	0.463087	0.409396	0.342282	0.248322	0.751678	0.578188	0.478826
bundesliga	TEAM1_WIN_FT	169	75	94	0.443787	169	169	3.201183	1.414201	5	22	35	42	65	0.970414	0.840237	0.633136	0.384615	0.207101	0.248521	0.852071	0.745562	0.627219	0.443787	0.248521	0.307692	0.769231	0.402367	0.372781	0.384615	0.242604	0.757396	0.556805	0.477692
liga pro ecuador	TEAM1_WIN_FT	107	48	59	0.448598	107	107	2.009346	0.841121	15	26	30	21	15	0.859813	0.616822	0.336449	0.140187	0.280374	0.196262	0.691589	0.588785	0.420561	0.448598	0.308411	0.242991	0.588785	0.205607	0.308411	0.495327	0.196262	0.803738	0.535047	0.474533
ukrainian premier league	O25_FT	41	19	22	0.463415	41	41	2.439024	1.024390	8	9	5	6	13	0.804878	0.585366	0.463415	0.317073	0.121951	0.146341	0.560976	0.536585	0.292683	0.341463	0.292683	0.365854	0.585366	0.341463	0.317073	0.439024	0.243902	0.756098	0.500000	0.474390
czech first league	TEAM1_WIN_FT	111	50	61	0.450450	111	111	2.621622	1.162162	12	17	26	25	31	0.891892	0.738739	0.504505	0.279279	0.234234	0.225225	0.711712	0.621622	0.441441	0.450450	0.216216	0.333333	0.675676	0.369369	0.279279	0.432432	0.288288	0.711712	0.527027	0.473423
